TIME,CH2
-5,0
-5,0.02
-5,0
-5,0
-5,0.04
-5,0
-4.99,0.02
-4.99,0.04
-4.99,0
-4.99,0.02
-4.99,0
-4.99,0
-4.99,0
-4.99,0
-4.99,0
-4.99,0
-4.98,0
-4.98,0
-4.98,0
-4.98,0.02
-4.98,0.02
-4.98,0.02
-4.98,0.02
-4.98,0
-4.98,0.02
-4.98,0
-4.97,0
-4.97,0
-4.97,0.02
-4.97,0
-4.97,0
-4.97,0.02
-4.97,0.02
-4.97,0.02
-4.97,0
-4.97,0
-4.96,0
-4.96,0.02
-4.96,0
-4.96,0.02
-4.96,0.02
-4.96,-0.02
-4.96,0
-4.96,0
-4.96,0
-4.96,0
-4.95,0
-4.95,0
-4.95,0
-4.95,0
-4.95,0
-4.95,0
-4.95,0.02
-4.95,-0.02
-4.95,0.02
-4.95,0
-4.94,0
-4.94,0.02
-4.94,0
-4.94,0.04
-4.94,0.02
-4.94,0
-4.94,0
-4.94,0
-4.94,0
-4.94,0
-4.93,0
-4.93,0.04
-4.93,0.02
-4.93,0
-4.93,0
-4.93,0.02
-4.93,0.02
-4.93,0
-4.93,0.02
-4.93,0.02
-4.92,0
-4.92,0.02
-4.92,0
-4.92,0.04
-4.92,0
-4.92,0
-4.92,0.04
-4.92,0
-4.92,0
-4.92,0.02
-4.91,0.02
-4.91,0.02
-4.91,0.02
-4.91,0.04
-4.91,0.04
-4.91,0.02
-4.91,0
-4.91,0
-4.91,0.02
-4.91,0.02
-4.9,0.02
-4.9,0
-4.9,0
-4.9,0.02
-4.9,0
-4.9,0
-4.9,0.02
-4.9,0.04
-4.9,0
-4.9,0.02
-4.89,0.02
-4.89,0
-4.89,0.02
-4.89,0
-4.89,0.02
-4.89,0.02
-4.89,0.02
-4.89,0.02
-4.89,0
-4.89,0
-4.88,0
-4.88,0.02
-4.88,0.02
-4.88,0.04
-4.88,0.02
-4.88,0.02
-4.88,0
-4.88,0
-4.88,0
-4.88,0.02
-4.87,0
-4.87,0
-4.87,0.02
-4.87,0
-4.87,0
-4.87,0
-4.87,0
-4.87,0.02
-4.87,0
-4.87,0
-4.86,0.04
-4.86,0.02
-4.86,0.04
-4.86,0.02
-4.86,0
-4.86,0.02
-4.86,0
-4.86,0
-4.86,0
-4.86,0.02
-4.85,0
-4.85,0
-4.85,0
-4.85,0
-4.85,0
-4.85,0
-4.85,0.02
-4.85,0.02
-4.85,0.04
-4.85,0.02
-4.84,0
-4.84,0
-4.84,0.02
-4.84,0
-4.84,0
-4.84,0.02
-4.84,0.02
-4.84,0.02
-4.84,0
-4.84,0.02
-4.83,0.02
-4.83,0
-4.83,0.02
-4.83,0
-4.83,0.02
-4.83,0.02
-4.83,0.04
-4.83,0
-4.83,0
-4.83,0.02
-4.82,0
-4.82,0
-4.82,0.02
-4.82,0.02
-4.82,0
-4.82,0.02
-4.82,0.02
-4.82,0.04
-4.82,0.02
-4.82,0.04
-4.81,0.04
-4.81,0.02
-4.81,0
-4.81,0.02
-4.81,0
-4.81,0.02
-4.81,0
-4.81,0
-4.81,0
-4.81,0
-4.8,0.02
-4.8,0
-4.8,0.02
-4.8,0
-4.8,0.02
-4.8,0
-4.8,0
-4.8,0.02
-4.8,0.02
-4.8,0.04
-4.79,0.02
-4.79,0
-4.79,0
-4.79,0.02
-4.79,0
-4.79,0
-4.79,0.02
-4.79,0
-4.79,0
-4.79,0.02
-4.78,0.02
-4.78,0.04
-4.78,0.02
-4.78,0
-4.78,0.02
-4.78,0
-4.78,0.02
-4.78,0.02
-4.78,0
-4.78,0
-4.77,0
-4.77,0.02
-4.77,0
-4.77,0
-4.77,0.02
-4.77,0.04
-4.77,0
-4.77,0
-4.77,0.04
-4.77,0.04
-4.76,0
-4.76,0.04
-4.76,0.04
-4.76,0.02
-4.76,0.02
-4.76,0
-4.76,0.02
-4.76,0
-4.76,0
-4.76,0.02
-4.75,0.04
-4.75,0.02
-4.75,0
-4.75,0.02
-4.75,0
-4.75,0.02
-4.75,0.04
-4.75,0.02
-4.75,0
-4.75,0
-4.74,0.02
-4.74,0.02
-4.74,0
-4.74,0
-4.74,0
-4.74,0.02
-4.74,0
-4.74,0
-4.74,0.02
-4.74,0.02
-4.73,0
-4.73,0
-4.73,0
-4.73,0
-4.73,0.04
-4.73,0
-4.73,0
-4.73,0
-4.73,0
-4.73,0.02
-4.72,0.02
-4.72,0
-4.72,0.02
-4.72,0
-4.72,0
-4.72,0
-4.72,0
-4.72,0.02
-4.72,0
-4.72,0
-4.71,0
-4.71,0.04
-4.71,0
-4.71,0.02
-4.71,-0.02
-4.71,0.02
-4.71,0
-4.71,0
-4.71,0.02
-4.71,0
-4.7,0.02
-4.7,0.02
-4.7,0.02
-4.7,0.02
-4.7,0.02
-4.7,0
-4.7,0.02
-4.7,0.02
-4.7,0
-4.7,0
-4.69,0
-4.69,0.02
-4.69,0
-4.69,0
-4.69,0
-4.69,0
-4.69,0.02
-4.69,0
-4.69,0
-4.69,0.02
-4.68,0.02
-4.68,0.02
-4.68,0
-4.68,0.02
-4.68,0
-4.68,0.02
-4.68,0
-4.68,0
-4.68,0
-4.68,0
-4.67,0.02
-4.67,0
-4.67,0
-4.67,0
-4.67,0.02
-4.67,0
-4.67,0.02
-4.67,0.02
-4.67,0.02
-4.67,0
-4.66,0.02
-4.66,0.02
-4.66,0.02
-4.66,0
-4.66,0
-4.66,0.04
-4.66,0.02
-4.66,0
-4.66,0
-4.66,0
-4.65,0
-4.65,0.02
-4.65,0.02
-4.65,0.02
-4.65,0.02
-4.65,0
-4.65,0.02
-4.65,0
-4.65,0.02
-4.65,0
-4.64,0
-4.64,0
-4.64,0
-4.64,0.04
-4.64,0.02
-4.64,0.04
-4.64,0
-4.64,0
-4.64,0
-4.64,0
-4.63,0.02
-4.63,0.02
-4.63,0
-4.63,0.02
-4.63,0.02
-4.63,0
-4.63,0.02
-4.63,0
-4.63,0
-4.63,0.02
-4.62,0.02
-4.62,0
-4.62,0.02
-4.62,0
-4.62,0
-4.62,0.04
-4.62,0
-4.62,0.02
-4.62,0.04
-4.62,0.04
-4.61,0
-4.61,0.02
-4.61,0.02
-4.61,0
-4.61,0
-4.61,0
-4.61,0.02
-4.61,0
-4.61,0.04
-4.61,0.04
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0
-4.6,0.04
-4.6,0.02
-4.6,0.02
-4.6,0.02
-4.6,0.02
-4.59,0
-4.59,0
-4.59,0
-4.59,0
-4.59,0
-4.59,0.02
-4.59,0.02
-4.59,0
-4.59,0.02
-4.59,0
-4.58,0.04
-4.58,0.02
-4.58,0.02
-4.58,0
-4.58,0
-4.58,0
-4.58,0
-4.58,0
-4.58,0
-4.58,0
-4.57,0
-4.57,0.04
-4.57,0
-4.57,0
-4.57,0.02
-4.57,0.02
-4.57,0.02
-4.57,0.04
-4.57,0.04
-4.57,0
-4.56,0.02
-4.56,0.06
-4.56,0.02
-4.56,0
-4.56,0.02
-4.56,0
-4.56,0
-4.56,0
-4.56,0.02
-4.56,0
-4.55,0
-4.55,0
-4.55,0
-4.55,0
-4.55,0
-4.55,0.02
-4.55,0.02
-4.55,0
-4.55,0.02
-4.55,0.02
-4.54,0
-4.54,0
-4.54,0
-4.54,0
-4.54,0
-4.54,0.02
-4.54,0
-4.54,0.02
-4.54,0.04
-4.54,0
-4.53,0.04
-4.53,0.02
-4.53,0.02
-4.53,0.02
-4.53,0.02
-4.53,0
-4.53,0
-4.53,0.02
-4.53,0
-4.53,0
-4.52,0.04
-4.52,0.04
-4.52,0
-4.52,0.02
-4.52,0
-4.52,0
-4.52,0
-4.52,0.02
-4.52,0.04
-4.52,0.02
-4.51,0.02
-4.51,0.04
-4.51,0
-4.51,0.02
-4.51,0.02
-4.51,0.02
-4.51,0
-4.51,0
-4.51,0
-4.51,0
-4.5,-0.02
-4.5,0.04
-4.5,0
-4.5,0
-4.5,0
-4.5,0.04
-4.5,0
-4.5,0
-4.5,0
-4.5,0.04
-4.49,0.02
-4.49,0.02
-4.49,0.02
-4.49,0
-4.49,0.04
-4.49,0.02
-4.49,0
-4.49,0
-4.49,0
-4.49,0.04
-4.48,0
-4.48,0.04
-4.48,0.04
-4.48,0.02
-4.48,0
-4.48,0.02
-4.48,0
-4.48,0.02
-4.48,0.02
-4.48,0
-4.47,0.02
-4.47,0.04
-4.47,0.02
-4.47,0.04
-4.47,0.02
-4.47,0
-4.47,0.02
-4.47,0
-4.47,0
-4.47,0.02
-4.46,0
-4.46,0.02
-4.46,0
-4.46,0
-4.46,0
-4.46,0.04
-4.46,0
-4.46,0
-4.46,0
-4.46,0.02
-4.45,0.02
-4.45,0
-4.45,0
-4.45,0.02
-4.45,0
-4.45,0.04
-4.45,0
-4.45,0
-4.45,0.04
-4.45,0.02
-4.44,0
-4.44,0
-4.44,0
-4.44,0
-4.44,-0.02
-4.44,0
-4.44,0.02
-4.44,0
-4.44,0.02
-4.44,0
-4.43,0
-4.43,0.04
-4.43,0.04
-4.43,0.04
-4.43,0.02
-4.43,0
-4.43,0
-4.43,0
-4.43,0.04
-4.43,0.02
-4.42,0
-4.42,0
-4.42,0
-4.42,0
-4.42,0.02
-4.42,0
-4.42,0
-4.42,0.02
-4.42,0
-4.42,0.02
-4.41,0
-4.41,0
-4.41,0.02
-4.41,0
-4.41,0
-4.41,0.02
-4.41,0
-4.41,0.04
-4.41,0
-4.41,0.04
-4.4,0.02
-4.4,0
-4.4,0.02
-4.4,0
-4.4,0.02
-4.4,0
-4.4,0
-4.4,0
-4.4,0.02
-4.4,0
-4.39,0
-4.39,0
-4.39,0
-4.39,0.02
-4.39,0
-4.39,0
-4.39,0
-4.39,0.02
-4.39,-0.02
-4.39,0.02
-4.38,0.02
-4.38,0
-4.38,0.02
-4.38,0
-4.38,0
-4.38,0.02
-4.38,0
-4.38,0.02
-4.38,0.04
-4.38,0
-4.37,0
-4.37,0
-4.37,0.04
-4.37,0
-4.37,0
-4.37,0.02
-4.37,0
-4.37,0
-4.37,0.04
-4.37,0
-4.36,0.02
-4.36,0.02
-4.36,0
-4.36,0.02
-4.36,0
-4.36,0.02
-4.36,0.04
-4.36,0
-4.36,0.02
-4.36,0.02
-4.35,0
-4.35,0
-4.35,0.02
-4.35,0.02
-4.35,0.04
-4.35,0.02
-4.35,0.02
-4.35,0
-4.35,0.02
-4.35,0
-4.34,0.04
-4.34,0
-4.34,0.04
-4.34,0.02
-4.34,0
-4.34,0
-4.34,0.02
-4.34,0.04
-4.34,0
-4.34,0
-4.33,0.02
-4.33,0
-4.33,0
-4.33,0.02
-4.33,0
-4.33,0
-4.33,0
-4.33,0.02
-4.33,0
-4.33,0
-4.32,0
-4.32,0.04
-4.32,0
-4.32,0.04
-4.32,0
-4.32,0
-4.32,0.04
-4.32,0
-4.32,0.02
-4.32,0.02
-4.31,0.04
-4.31,0.04
-4.31,0
-4.31,0.02
-4.31,0
-4.31,0
-4.31,0.02
-4.31,0
-4.31,0.04
-4.31,0.02
-4.3,0
-4.3,0.02
-4.3,0.02
-4.3,0
-4.3,0
-4.3,0.04
-4.3,0
-4.3,0
-4.3,0.02
-4.3,0
-4.29,0.04
-4.29,0
-4.29,0.04
-4.29,0
-4.29,0.02
-4.29,0
-4.29,0
-4.29,0
-4.29,0
-4.29,0.02
-4.28,0.04
-4.28,0.04
-4.28,0
-4.28,0.04
-4.28,0
-4.28,0
-4.28,0
-4.28,0
-4.28,0
-4.28,0.02
-4.27,0.02
-4.27,0
-4.27,0
-4.27,0
-4.27,0.02
-4.27,0
-4.27,0.02
-4.27,0
-4.27,0.02
-4.27,0
-4.26,0.02
-4.26,0.02
-4.26,0.04
-4.26,0
-4.26,0
-4.26,0.02
-4.26,0
-4.26,0.02
-4.26,0.02
-4.26,0.04
-4.25,0
-4.25,0.04
-4.25,0
-4.25,0.02
-4.25,0.02
-4.25,0.02
-4.25,0.04
-4.25,0.06
-4.25,0.04
-4.25,0.02
-4.24,0.02
-4.24,0
-4.24,0
-4.24,0
-4.24,0.02
-4.24,0
-4.24,0.04
-4.24,0.04
-4.24,0.02
-4.24,0
-4.23,0.02
-4.23,0
-4.23,0.02
-4.23,0
-4.23,0.02
-4.23,0
-4.23,0.02
-4.23,0
-4.23,0.02
-4.23,0
-4.22,0
-4.22,0
-4.22,0
-4.22,0.02
-4.22,0
-4.22,0
-4.22,0
-4.22,0.02
-4.22,0.02
-4.22,0.02
-4.21,0.02
-4.21,0
-4.21,0.04
-4.21,0.04
-4.21,0.02
-4.21,0
-4.21,0
-4.21,0.02
-4.21,0
-4.21,0.02
